,Winter_mERMQ,Rainy_mERMQ,Winter_CSI,Rainy_CSI,River
0,0.5272728449523582,0.32944361821785756,2.6104446243773847,1.6291581698876691,Dhaleshwari
1,0.48574458949509663,0.31004848878865104,2.202314334242723,1.480305276604644,Dhaleshwari
2,0.5545034869420266,0.34205088078475504,3.0745960496896396,1.7576232822627131,Dhaleshwari
3,0.5161034129194373,0.31632128708944124,2.7903772390979573,1.4694183573670352,Dhaleshwari
4,0.5412421604088946,0.35656863018282897,2.7216555976820724,1.7532463185229945,Dhaleshwari
5,0.40938498008639995,0.24344497988676492,1.7258216194889215,1.1121489739168369,Dhaleshwari
6,0.37172026227847726,0.2785577751825216,1.2959549449972196,1.2644595959824683,Dhaleshwari
7,0.7809549448297927,0.39657707837200734,8.510215862289684,2.416447511064237,Turag
8,0.8509777951670445,0.5293277085096557,9.676781023239437,4.181235369369166,Turag
9,0.6723754812387673,0.4572854157111763,6.525146600808084,2.9409184419071277,Turag
10,0.9709820773922194,0.6702817756805587,9.757475979074375,4.877183046028083,Buriganga
11,1.1488940786131456,0.7814944487260918,12.752256107212926,6.318009214840601,Buriganga
12,0.3377339823575118,0.23904189804636053,1.8486420662219012,1.193536402632382,Balu
13,0.27043007717997575,0.18945957725694038,1.3602610463088736,0.9121693946234934,Balu
14,0.5866378879553321,0.45355595918618224,3.2849864853230457,2.57739345279536,Shitalakshya
15,0.9620129033613821,0.6018424185160494,9.214559440082017,4.07722110413578,Shitalakshya
16,0.968737153771028,0.6094231511558084,9.183394370320144,4.073612068109593,Shitalakshya
