,CrW,CrR,NiW,NiR,CuW,CuR,AsW,AsR,CdW,CdR,PbW,PbR,m_pliW,m_pliR,Location
0,1.2442389266817837,1.1915081564710777,0.5307480492196879,0.32632198722185507,1.633224111866969,1.037122430295464,0.7370926216640501,0.708396427542495,15.515045351473923,10.258102372034957,5.563352040816326,2.9345499999999993,11.366394094097192,7.50835820853461,Dhaleshwari
1,1.114991069574247,0.8676249483684427,0.38350696353307684,0.2235600682938317,1.6064083073727933,0.8158030057509611,1.0207838485502037,0.6713297111810124,12.253354101765316,8.74495281670003,4.625801557632398,1.7180740634829852,9.01111371821947,6.371756103786862,Dhaleshwari
2,1.10157521948119,0.9582157326287489,0.9635868787987129,0.7110559768337874,1.7456844237873912,1.416704491725768,2.2232372597013286,1.534537402522384,10.859909426766777,9.020859407592825,4.271809796210225,2.1128141426783476,8.074089212574883,6.643425084182755,Dhaleshwari
3,0.9525814584949573,0.7948906488814784,0.8664156550905856,0.49384008042566757,2.4587385570209466,1.9963830299661895,2.3365205585725373,1.8591249559111167,9.42596327902767,7.6827983882173125,5.420727695888286,2.794135056273447,7.128900949119563,5.736015722203114,Dhaleshwari
4,0.9422616654483431,0.630168896479742,0.6310892350361197,0.395946065872976,1.8858405214424951,1.4301414428946453,1.8479025387989205,1.4177109198800062,5.927357456140352,4.249976278584306,3.3489569627192974,2.3543403074295473,4.529968406237662,3.2490109071615425,Dhaleshwari
5,0.8421792073884303,0.535231553258685,0.3015500410240954,0.13757060343517252,3.695818452098554,1.7432496124031007,0.960472092666798,0.6397809580600278,4.396527184742386,2.1817226528854436,2.7891568460005693,1.5117741602067185,3.4650812682970633,1.7356968808224396,Dhaleshwari
6,0.931111596686661,0.5475925840744148,0.25901262664448815,0.15619267141079063,1.9804539845758355,1.526975774302361,1.3053575242238482,1.0864291274502864,3.599862896315339,2.297094449555351,1.6100122107969148,1.1889239880404783,2.789711740921258,1.8113944595839653,Dhaleshwari
7,0.1412171957073563,0.11817080896686159,0.8340345210692285,0.4060488906088751,1.5556405539219382,1.1120098927875244,0.6739870895898943,0.5919541160593792,8.594141596923773,4.899948830409357,8.156399344039809,3.3227072368421045,6.516168471756682,3.6771856680367905,Turag
8,0.13391753827497346,0.09128707956390628,0.8802282454591659,0.37393856686724797,1.6488401798797432,1.2496441660867548,0.7688192185259034,0.5347586317648948,12.033848719114749,7.738622129436326,8.783421896316508,5.494421711899791,8.976283734281699,5.768230700405371,Turag
9,0.09820834212562427,0.07580242748949963,0.5520384978215807,0.4237520353909993,1.4289458629340461,1.1003270606651894,0.9962898696576689,0.8911460996588488,6.300977702750228,5.700506002579622,7.09837729478793,3.328359956344875,5.3817474971350725,4.253357531311202,Turag
10,0.7985694098088112,0.5992909469844991,0.811445907290597,0.5319104199710365,3.0362755888057635,2.2758087794711477,0.7590656052177249,0.5504431418522862,18.231005818786368,13.423087143415396,9.979549875311722,5.627556858147714,13.48627604235111,9.87127299952922,Buriganga
11,0.9088462879920278,0.6357702866083493,0.8071856040622527,0.5415897538874735,4.018624314897857,2.166100561837707,0.4965415660572612,0.40455958379150186,21.008893871449924,17.443041035488232,10.298975336322869,5.862311713249413,15.500283120646412,12.739501934882453,Buriganga
12,0.19279488582476106,0.10884447842337751,0.5877403827584875,0.4130058014031301,1.693575180564675,1.1854286782195038,0.5842873377443305,0.48467725241119736,7.808699934340119,6.1717023445463814,3.25024458305975,1.6994223241590214,5.766796676835075,4.522324793376963,Balu
13,0.1392754534969068,0.12310097939885173,0.3683845271357993,0.3786689835508672,1.718162454999825,1.4007952549814253,0.6375776126987199,0.6229278700023381,4.9556149732620325,4.498923505572441,2.9053507392261713,1.8472971124620061,3.72511061067639,3.348628578331192,Balu
14,0.8209227269708442,0.5726315542564324,0.3814954642945044,0.24756615020155512,2.1582174403931726,1.6027441088376455,1.4685852223090716,1.2123863891872988,28.034259812711696,29.094186424163688,4.4714798266586975,3.838426112374147,20.305653739208495,21.019235536406818,Shitalakshya
15,0.6253488758553275,0.38318645357686454,0.9487604795583924,0.5742403706688155,2.324651156728576,1.60910100456621,1.3817926911797878,0.9061934668071655,45.081886608015644,28.66140639269407,8.6238357771261,4.166764794520548,32.62687515104293,20.713286994942056,Shitalakshya
16,0.7555771870710095,0.6126332138590203,1.182516847622613,0.9159467167990255,4.35073680269562,2.4967332182839947,1.9366854822451978,1.498935759580921,48.95831773368276,38.6278773397053,12.180790902283787,5.870453205894066,35.57083283676383,27.94297843004259,Shitalakshya
