,CrW,CrR,NiW,NiR,CuW,CuR,AsW,AsR,CdW,CdR,PbW,PbR,Stations
0,1.5160128325175155,1.3184390077505022,1.6296240495880896,0.909932729871894,2.6843897361320015,1.5480812288143668,0.9041091972069104,0.7891128519481367,4.6662959905497114,2.8018842742352676,2.5681159690139945,1.2302221256664772,Dhaleshwari
1,1.4832972243847489,1.2574172864941677,1.2856713753664404,0.8164724859799425,2.8827928088382553,1.5948997488727088,1.3670686216538699,0.9794516303074863,4.023758619390497,3.128419659578475,2.331432193210627,0.9433400490523549,Dhaleshwari
2,1.2769044095993374,0.9518819548890236,2.814718918837303,1.7800143912822455,2.7296732227458076,1.8984526125296655,2.594357202950093,1.534606400522256,3.107352860524075,2.2120139007120536,1.876009927884066,0.7951701853065994,Dhaleshwari
3,1.0177398964780282,0.7902952990680537,2.332710757445309,1.237280792234567,3.543624706710922,2.6774820856315897,2.5130666830257877,1.860759828023433,2.4858822884192597,1.8854785153688456,2.1941750035541667,1.0524667899453009,Dhaleshwari
4,1.424551371520259,0.9174594454623735,2.404347797179749,1.4526663289195723,3.846026295284477,2.808727445139402,2.812453719820181,2.077864997089566,2.2120139007120536,1.527342931444037,1.9182056010293385,1.2986082166260566,Dhaleshwari
5,1.2261240961063038,0.8584291090489029,1.1063415672894978,0.5560172885348592,7.2584056424875865,3.77157717322449,1.4077138816160226,1.0329844117210534,1.5800099290800378,0.8637387612304208,1.5384445427218865,0.9186046544499538,Dhaleshwari
6,1.501077446196035,0.9867311896391449,1.0522579743774039,0.7092541351191248,4.306920087006355,3.7117108688875935,2.118510257051719,1.970799434262432,1.4325423356992346,1.0217397541384245,0.9833531873797684,0.8116604483748668,Dhaleshwari
7,0.25873778779783835,0.22331958594975598,3.8508466988374157,1.9337256553481958,3.8448750202010746,2.834823013696511,1.2431501461595018,1.126171105292818,3.8868244255368936,2.285747697402455,5.661737821394686,2.3789629514662214,Turag
8,0.2440868850253384,0.18121602070063003,4.042985778919854,1.8706281302840866,4.054023327019079,3.3463729090880703,1.4106879250278876,1.0686729326634314,5.41416735698093,3.7920238297920914,6.065264258829936,4.132265921812886,Turag
9,0.19287984620883386,0.15831509500769328,2.732170277024107,2.2302365814013414,3.7857762325864472,3.1000000412400723,1.9698080864584773,1.8736473494748471,3.054685862888074,2.9388184680888707,5.281734259218584,2.633592013549762,Turag
10,1.3271157559944098,1.059274494629193,3.398252421309894,2.3692409035350566,6.806722051432925,5.426343226434096,1.2699165368662855,0.9794516303074863,7.478713664312179,5.856570137123341,6.283275236747176,3.7685101188364,Buriganga
11,1.67987535673033,1.2349430861247015,3.759758542353889,2.6510448876559662,10.019930809207514,5.675786161171166,0.9239361532860094,0.7910955475560467,9.585393569752231,8.363519224597,7.212065053680471,4.314143823301129,Buriganga
12,0.24337567615288694,0.14750472014643118,1.8696792953207162,1.410443173049604,2.8839440839216572,2.167083465323433,0.7425195051622543,0.6612289852379488,2.433215290783259,2.0645463073312493,1.554449798052852,0.8725289194062654,Balu
13,0.18349188909247469,0.13427623511883416,1.2230482677840162,1.0408719548169634,3.053565279542864,2.0611661576504616,0.8456196767735686,0.6840299847289126,1.611610127661639,1.211340945628029,1.4501731345329258,0.7634021785133196,Balu
14,1.1383609212457944,0.7306959955566219,1.3331131235349438,0.7960725342674859,4.037137959129186,2.758838858191988,2.0501072585788274,1.5574074000132199,9.59592696927943,9.16405758866422,2.3491349756221496,1.8556396029173827,Shitalakshya
15,0.8837481449081745,0.5796352310479336,3.3788013045608074,2.188962260494744,4.431641554374889,3.2834365378621024,1.9658426952426573,1.3799561431052845,15.726365494109977,10.701933919635458,4.617273659114868,2.387935594606308,Shitalakshya
16,0.8363816340029078,0.6375276332654818,3.298624750156037,2.401975709771324,6.49664529563669,3.5048651122363927,2.1581641692099165,1.5702949214646338,13.377417399544322,9.922462354622638,5.108343993133125,2.314456922405058,Shitalakshya
