,CrW,CrR,NiW,NiR,CuW,CuR,AsW,AsR,CdW,CdR,PbW,PbR,Station,Location,Station ID
0,-0.3410226690655212,-0.5424738022405755,-1.5701871480407577,-2.4108945267280895,0.05143655522656005,-0.7426764182125939,-1.0963683944722316,-1.292633788093324,3.2993097922253436,2.563429339171515,1.8196681834964556,0.7578766597478961,S1,Dhaleshwari,DS1
1,-0.3724969192899991,-0.6108411325467616,-1.9122043955049863,-2.5672501497060165,0.15430956082821912,-0.6996918479213436,-0.49985166712299284,-0.9808911770522952,3.085575731706074,2.722466024471091,1.6801743027546525,0.374807654490311,S2,Dhaleshwari,DS2
2,-0.5886541071121695,-1.012450056787203,-0.7817354642862286,-1.4428374192308437,0.07557066137760837,-0.44833360266693223,0.42443980041106194,-0.3330686524925627,2.712718047919529,2.222392421336448,1.366625294093598,0.12829340100981756,S3,Dhaleshwari,DS3
3,-0.9159357352115255,-1.280840902844163,-1.0527188919256052,-1.9675533775151428,0.45206823022381093,0.04771933147869243,0.37851162325372983,-0.05504547380609881,2.3907899530321663,1.9919626809345818,1.5926364286065773,0.5327325419485983,S4,Dhaleshwari,DS4
4,-0.4307969861254855,-1.0655883416275767,-1.0090807226054108,-1.7360229642464322,0.570211035604022,0.11675904339576618,0.5408920266373859,0.10416459290047736,2.222392421336448,1.6880559936852597,1.3987151939769107,0.835924074254375,S5,Dhaleshwari,DS5
5,-0.6471996328490952,-1.1615337311831717,-2.128929458545724,-3.1215246773239724,1.4864950945577329,0.5420103555366091,-0.4575831942449287,-0.9041188463584647,1.7369655941662063,0.865698908288409,1.0804302703207351,0.3364738300851419,S6,Dhaleshwari,DS6
6,-0.3553062216259447,-0.9605756175814631,-2.2012378815845106,-2.770351762660753,0.7334989644464269,0.518926742423568,0.13211278402283816,0.027843632925312972,1.5956097449206648,1.1080597458574533,0.434739413721392,0.1579060503032863,S7,Dhaleshwari,DS7
7,-2.891741959174069,-3.1041229430465664,-0.3295506335705736,-1.3233431955804065,0.5697791125308225,0.130101075487767,-0.6369367758349344,-0.7795112891322911,3.0356239097307216,2.2696981361148048,2.9602027752282556,1.709290635723358,S8,Turag,TS8
8,-2.97583794932601,-3.405522224569255,-0.259305195568001,-1.3712035366384039,0.6461967993415373,0.3694406328387331,-0.4545384621104906,-0.8551169458844676,3.5137714528642032,3.0000000000000004,3.059528335259631,2.5058909297299574,S9,Turag,TS9
9,-3.3155303236892117,-3.600433909483596,-0.8246789250501096,-1.1175295665524838,0.5474315487853656,0.2591106438775309,0.027117748612697067,-0.045087889528538205,2.6880559936852597,2.632268215499513,2.8599695482210263,1.8559896973084806,S10,Turag,TS10
10,-0.5330104210864345,-0.8582281446132617,-0.5099333050339707,-1.030301425818008,1.3938026085002,1.0668227128712056,-0.6062036482953265,-0.9808911770522952,3.9798221180623696,3.627087976393833,3.1104746096842133,2.3729520979118295,S11,Buriganga,BuS11
11,-0.19295044254103597,-0.6368600795726749,-0.3640863118320883,-0.8681652263367572,1.9516430503746487,1.1316626451608744,-1.0650722639826928,-1.2890134724146272,4.337869638756384,4.141142100813283,3.309370241556538,2.5680321047712793,S12,Buriganga,BuS12
12,-2.9800477423361422,-3.70247160801233,-1.3719354976083866,-1.7785777838385757,0.15488560197817158,-0.25740287084426616,-1.380436500178222,-1.5477154574523881,2.359895945086383,2.1228567477855336,1.09536185612286,0.2622326858682388,S13,Balu,BaS13
13,-3.387516436514939,-3.8380287374637145,-1.9842449833845692,-2.216933721343027,0.23733709683138793,-0.3296967806700216,-1.192856477318683,-1.4988058569714415,1.7655347463629771,1.3536369546147007,0.995182983702224,0.06947304012424332,S14,Balu,BaS14
14,-0.7543465929372776,-1.3939614284785966,-1.8599271166379316,-2.603754531306397,0.6401752973541093,0.09090360155024356,0.08476206167796153,-0.3117909433427766,4.339454147472376,4.273018494406416,1.691087440951894,1.350874372962869,S15,Shitalakshya,SS15
15,-1.1195974478838875,-1.7280874428197532,-0.5182148113831574,-1.1444792430632376,0.7746836054104264,0.34204898033948866,0.024210553591874677,-0.48631491278824485,5.052145353804867,4.496831590442492,2.665999072812063,1.7147217574157987,S16,Shitalakshya,SS16
16,-1.1990713471018288,-1.5907448533151622,-0.5528616575541321,-1.0105047628364092,1.3265373481399518,0.4362013311240111,0.1588672835512337,-0.29990178855736344,4.818759685329853,4.387730153283108,2.8118135100663735,1.6696315423119847,S17,Shitalakshya,SS17
